user_id,movie_id,estimated_rating
391,318,4.7000215622499155
391,480,4.5768193672567445
391,12,4.524793597211508
391,134,4.476335384403889
391,427,4.450348403211711
391,180,4.374668360941923
391,132,4.3497005732601055
391,479,4.2997252328944855
391,659,4.2765729302580935
391,604,4.252686215699752
181,302,4.32512716985764
181,285,4.299784813168667
181,1,4.251505194437774
181,251,4.231640132529752
181,1368,4.230745439605839
181,275,4.1785973105552845
181,1361,4.0
181,117,3.9238174650123443
181,7,3.905472429457468
181,237,3.904772019367028
637,127,4.3501500392515124
637,285,4.325449178921781
637,475,4.049052950475378
637,150,4.026040044915264
637,257,3.779775640155009
637,268,3.7746471932967114
637,282,3.7461568544653407
637,847,3.716696529230239
637,93,3.702678659145069
637,274,3.624220115477962
332,64,4.599224819428864
332,12,4.575364031203341
332,22,4.52505363452882
332,172,4.375150168407983
332,95,4.125626946238683
332,97,4.099695398463211
332,9,4.000238286936937
332,156,3.9757626859311173
332,568,3.9499186449406642
332,237,3.8509560167779275
271,134,4.550413994530974
271,511,4.549587753738482
271,480,4.500063238184129
271,427,4.475655176927402
271,12,4.450627183977198
271,479,4.4501049278308855
271,135,4.4498619850399255
271,169,4.4256218056247345
271,187,4.374281042910155
271,504,4.350154904095638
27,515,4.325818972167167
27,475,4.099668367157551
27,286,3.85
27,742,3.6250943289688102
27,596,3.6004620798176927
27,123,3.4224317235006296
27,118,3.2985708785695085
27,1017,3.2909617635646624
27,925,3.2408881898411117
27,978,2.4327373044000686
387,408,4.4760562883526855
387,511,4.425037842732968
387,127,4.424970789954056
387,156,4.3751990507461835
387,22,4.352216921797422
387,98,4.274386064950643
387,172,4.250283530373143
387,89,4.2497077641444845
387,641,4.2416470042491925
387,113,4.199900877830574
92,134,4.449624096723801
92,183,4.424908200935321
92,132,4.399550837406885
92,528,4.350433342450855
92,168,4.32486178221591
92,191,4.323362471522068
92,56,4.275821784689979
92,515,4.248585964086105
92,48,4.223806637947701
92,173,4.222883461676813
820,315,4.026406809683707
820,347,3.37149072216543
820,751,3.224759716040574
820,343,2.997577166833292
820,358,2.7500200905723378
479,22,4.42518471313206
479,181,4.326041242459707
479,190,4.325243365495844
479,173,4.224656715665015
479,172,4.176901756490182
479,604,4.1754614259569145
479,82,4.1504658255809606
479,474,4.126734335464545
479,177,4.125890574367266
479,205,4.124163957232232
458,134,4.526093398459552
458,427,4.524463660167948
458,654,4.500386773348025
458,513,4.499625381315554
458,357,4.424647437959101
458,484,4.401656031012442
458,127,4.399550949755918
458,209,4.3986319489790136
458,178,4.351762742033546
458,187,4.3506199276863855
669,12,4.52435456344776
669,427,4.451124542471789
669,514,4.449568037295176
669,515,4.449132941722857
669,114,4.4257929645247405
669,187,4.425335350626465
669,172,4.425302590254227
669,511,4.375454130547689
669,190,4.299862668647304
669,22,4.224401162190585
295,357,4.474113252475189
295,174,4.450122351118447
295,98,4.425534395107784
295,50,4.274868328427724
295,648,4.1496909364167305
295,735,4.101918554355244
295,99,4.052212838255949
295,497,4.051735261497702
295,216,4.023767106526073
295,143,3.9756798024396764
297,114,4.501399778053409
297,474,4.474390553109681
297,174,4.375662400664999
297,100,4.350205346321226
297,22,4.324693124584433
297,50,4.323507741152407
297,209,4.22491283763189
297,1007,4.111712371525237
297,182,4.100162236032631
297,211,4.051077597264768
153,64,4.397714718776395
153,50,4.25
153,357,4.198790888289994
153,22,4.1944929305296705
153,187,4.177378018938826
153,56,3.9228291214251754
153,174,3.901892767195836
153,265,3.7551790841849284
153,322,3.1502377057627595
153,325,2.7993062952070056
924,318,4.825040346516541
924,174,4.750565145222933
924,285,4.4507529953422145
924,50,4.44954102801776
924,1,4.149859009475056
924,519,4.0748821676582105
924,429,4.024101184352829
924,526,3.976814762036022
924,701,3.8336813301593176
924,300,3.8000312724454663
324,268,4.225040271192747
324,282,4.025833417980627
324,310,3.751009649540377
324,292,3.7254847801150768
324,255,3.725427466243271
324,331,3.699405147312098
324,538,3.6494103277327827
324,250,3.6003591921192384
324,288,3.5492483125053966
324,410,3.498361167936299
503,427,4.599424656070453
503,318,4.5246101971801815
503,174,4.3259711437626
503,197,4.301478189067823
503,134,4.299441023014627
503,127,4.24890323580043
503,488,4.227501847300712
503,79,4.225563276987824
503,963,4.2229400968211905
503,633,4.1274467907851875
917,100,4.274760520939936
917,9,4.175890866660721
917,50,4.1
917,471,3.648631563136095
917,328,3.624817506194919
917,282,3.4492993868822905
917,628,3.3474184026012046
917,405,3.3264836684128807
917,535,3.2831103977036387
917,473,3.270554684207549
231,181,3.975
231,1,3.9
231,15,3.8255668256746005
231,471,3.7500621654806876
231,924,3.601450179749463
231,405,3.574965387560571
231,255,3.5497374344222106
231,151,3.45
231,252,3.1001232517606927
13,127,4.573212884369154
13,178,4.475256358300498
13,23,4.475032797591175
13,511,4.4749921618084425
13,187,4.474491345963549
13,661,4.450356768014332
13,64,4.424515475950771
13,515,4.398353089876277
13,98,4.374907683789841
13,197,4.374112188147287
539,357,4.54896244378781
539,496,4.347178366531345
539,242,4.324479267170468
539,661,4.250647407937623
539,170,4.201030866385951
539,56,4.174273209967664
539,197,4.150068130250884
539,275,4.0506257710631965
539,306,4.0243934087849125
539,481,3.975748061036008
447,484,4.400100232894964
447,474,4.3251744569225945
447,175,4.224465975070101
447,209,3.998878203510004
447,11,3.974940016411543
447,79,3.973238860745677
447,1142,3.9250861490462086
447,153,3.9016715312044257
447,7,3.898658829575109
447,234,3.8755840695591215
84,64,4.449330661141596
84,100,4.274882167062523
84,523,4.099750460605996
84,529,3.999911908649044
84,98,3.9243242841245256
84,203,3.9001047935248265
84,1,3.8506292917734366
84,70,3.8504462230362777
84,15,3.8499320078366885
84,276,3.8492070576171225
450,427,4.59970129381156
450,318,4.57457564789059
450,174,4.524796885171965
450,191,4.47550868327635
450,657,4.4498420495442454
450,136,4.425868708577224
450,423,4.425210048030163
450,479,4.399935747997654
450,170,4.39972835152372
450,315,4.39961435349083
250,480,4.451624229809641
250,64,4.448798674452331
250,89,4.375145839256879
250,174,4.350216883964067
250,98,4.275073387200711
250,195,4.174586980119987
250,527,4.174474634060188
250,475,4.0985533407089605
250,969,3.953914195472802
250,28,3.9490641823141694
342,169,4.549745404992031
342,654,4.524650937544334
342,98,4.400069625496109
342,488,4.377217514450394
342,223,4.271338645603552
342,179,4.249781329077789
342,165,4.2215407481118845
342,523,4.176420253044394
342,57,4.094347725215345
342,297,4.0842384815957375
504,50,4.425036821635458
504,357,4.424589071838577
504,185,4.301006608201742
504,127,4.274843657736047
504,187,4.251050909261061
504,223,4.249294084201449
504,504,4.100707917906983
504,181,4.0752266143950004
504,705,4.050051840534185
504,69,4.049528983982978
592,408,4.576357652936373
592,427,4.575337201020502
592,178,4.55088142648488
592,169,4.549878641566546
592,23,4.475485903354189
592,56,4.450720909989746
592,180,4.448469809465957
592,50,4.375706578423541
592,172,4.375180493734889
592,60,4.372998815364308
417,498,4.3757277840546775
417,98,4.325869489852177
417,180,4.2765715846272485
417,185,4.275935289841308
417,89,4.275173473324999
417,475,4.2727631222996845
417,963,4.228843819875609
417,127,4.200016805802627
417,208,4.174834218039233
417,176,4.174672784082174
676,483,4.700714723135159
676,50,4.400031883091823
676,315,4.3491835096482765
676,272,4.325438872755727
676,265,4.175520004421971
676,269,4.174868966762667
676,168,4.09992715541429
676,286,4.075073579608278
676,117,4.000630564368892
676,144,3.949898660962085
660,483,4.501017932726955
660,100,4.374871874542163
660,474,4.351225375130118
660,657,4.300906419784269
660,496,4.272497609149046
660,191,4.245742196122335
660,315,4.175471997600548
660,89,4.1725518174709375
660,238,4.125186945987246
660,210,4.075440079492266
164,9,4.1750669979741035
164,282,3.9494313530961285
164,237,3.7750072000566584
164,328,3.6991726383692427
164,117,3.676043254524034
164,331,3.6221235227729953
164,689,3.5244209661246604
164,472,3.5011465131150485
164,121,3.4980074287744833
164,329,3.426134341451251
269,483,4.549553894392167
269,318,4.476034096535268
269,179,4.475605369314084
269,654,4.44915957942823
